"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1855514695","x1271945733575454720",2020-06-13 23:21:09,"pizzadormida","Meu Deus eu já ri apaixonado pela House of Escada! #Legendarymax","Twitter for iPhone",64,,,,FALSE,FALSE,13,0,,,"Legendarymax",,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/pizzadormida/status/1271945733575454720","pizza #blacklivesmatter 🍕🇧🇷","Salvador, Brasil","não olho DM","https://t.co/2GlA1KC6D6",FALSE,38361,3282,17,2416,105226,2013-09-11 21:20:52,FALSE,"https://t.co/2GlA1KC6D6","http://instagram.com/arquiteto.liel",,"https://pbs.twimg.com/profile_banners/1855514695/1590505833","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1258533804387504129/cOQ-II41_normal.jpg"
"x1002583814022017024","x1271945134079434753",2020-06-13 23:18:46,"pocfloyd","""My reveal is NASTY"" #Legendarymax https://t.co/IlEG3cWp5a","Twitter Web App",34,,,,FALSE,FALSE,1,0,,,"Legendarymax",,,,,"http://pbs.twimg.com/media/EabbWkqXQAAqdaP.jpg","https://t.co/IlEG3cWp5a","https://twitter.com/pocfloyd/status/1271945134079434753/photo/1","photo","http://pbs.twimg.com/media/EabbWkqXQAAqdaP.jpg","https://t.co/IlEG3cWp5a","https://twitter.com/pocfloyd/status/1271945134079434753/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/pocfloyd/status/1271945134079434753","00011000","","Design, ilustração e abobrinhas

I'm a lone wolf who doesn't want to be alone 💫INFJ ruled by saturn","https://t.co/l78YNc4oQP",FALSE,81,237,2,24869,44323,2018-06-01 16:13:03,FALSE,"https://t.co/l78YNc4oQP","https://www.behance.net/pocfloyd",,"https://pbs.twimg.com/profile_banners/1002583814022017024/1591577981","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1269247914087497734/hJd-egZh_normal.jpg"
"x27231121","x1271942439188803597",2020-06-13 23:08:03,"perryedseraphin","I can’t take the judges seriously when they are constantly raving about House of Ninja and really tough on other houses who clearly are better than the former #Legendarymax","Twitter Web App",172,,,,FALSE,FALSE,0,0,,,"Legendarymax",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/perryedseraphin/status/1271942439188803597","Perrye-Delphine Seraphin","Montreal","MA student @yorkuniversity ~ Freelance writer ~ Français/English ~ She/Her/Elle","https://t.co/4YiWvLTVns",FALSE,354,393,2,1703,20091,2009-03-28 13:54:49,FALSE,"https://t.co/4YiWvLTVns","https://www.instagram.com/perryedseraphin/",,"https://pbs.twimg.com/profile_banners/27231121/1544008620","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1171741882621280257/avqbDmQu_normal.jpg"
"x2201941629","x1271938552646041600",2020-06-13 22:52:37,"andresfdg_","Vuelvo a confirmar que estoy ENAMORADO del father de house of gucci #Legendarymax aaaaaaa https://t.co/AwibtV9SeU","Twitter for Android",89,,,,TRUE,FALSE,0,0,,,"Legendarymax",,"twitter.com/xncognxto/stat…","https://t.co/AwibtV9SeU","https://twitter.com/xncognxto/status/1118147480280084482",,,,,,,,,,,"es","x1118147480280084482","📹 IG: j_ondarox 🍆 https://t.co/pJqxLwudf9",2019-04-16 13:41:48,"Twitter for iPhone",3105,572,"x1116968708080009222","xncognxto","𝘁𝗵𝗲 𝗰𝗼𝗻𝗻𝗼𝗶𝘀𝘀𝗲𝘂𝗿 🌈🔞",25093,1924,2387,"📍 𝗮𝗻𝘆𝘁𝗼𝘄𝗻, 𝘂𝘀𝗮","𝘄𝗲𝗹𝗰𝗼𝗺𝗲 𝘁𝗼 𝘁𝗵𝗲 𝗱𝗮𝗿𝗸 𝘀𝗶𝗱𝗲 😈 #b8",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/andresfdg_/status/1271938552646041600","Andrés💅🏼","Bogotá, D.C., Colombia","Sin comentarios // Universidad Nacional de Colombia 🦉💚",,FALSE,751,624,0,25115,17837,2013-11-30 16:11:24,FALSE,,,,"https://pbs.twimg.com/profile_banners/2201941629/1581966976","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1256682489579548675/-Kl64SSl_normal.jpg"
"x1165683107841871873","x1271937243092078594",2020-06-13 22:47:24,"andyogenes","Chocado até agora com o nude vazado do father Jarell de #Legendarymax Se Deus fez, é porque cabe🗣️","Twitter for Android",98,,,,FALSE,FALSE,2,0,,,"Legendarymax",,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/andyogenes/status/1271937243092078594","amor de panda","Ceará, Brasil","ᴇɴᴀᴄᴛᴏʀ & ᴀsᴘɪʀᴀɴᴛᴇ ᴀ ᴇɴɢᴇɴʜᴇɪʀᴏ & ᴏ ʜᴏᴍᴏ ᴍᴀɪs ᴅᴇsᴀsᴛʀᴀᴅᴏ ᴅᴏ ᴍᴜɴᴅᴏ & ʙɪxᴄᴏɪᴛᴇɪʀᴀ ɴᴀᴛᴀ & sᴏʙʀᴇᴠɪᴠᴇɴᴅᴏ ᴀ ᴇssᴇ ᴅᴇsɢᴏᴠᴇʀɴᴏ","https://t.co/2L5uXAc7gZ",FALSE,2311,1738,0,1211,16233,2019-08-25 17:51:37,FALSE,"https://t.co/2L5uXAc7gZ","https://instagram.com/andyogenes?igshid=nnehk9o68yjo",,"https://pbs.twimg.com/profile_banners/1165683107841871873/1566757446",,"http://pbs.twimg.com/profile_images/1267726965907357696/4AcaGA21_normal.jpg"
"x52206923","x1271925619551600641",2020-06-13 22:01:13,"romeromiranda","O ball dessa semana de #Legendarymax tá maravilhosooo","Twitter for Android",53,,,,FALSE,FALSE,1,0,,,"Legendarymax",,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/romeromiranda/status/1271925619551600641","Romero mas nao o Brito","Recife","Não estou bebendo, não estou transando, não estou fazendo nada. Estou esperando a vontade de Deus.","https://t.co/E5xttJWYls",FALSE,414,539,2,19244,24073,2009-06-29 22:08:49,FALSE,"https://t.co/E5xttJWYls","http://Instagram.com/romeromtavares",,"https://pbs.twimg.com/profile_banners/52206923/1480083187","http://abs.twimg.com/images/themes/theme17/bg.gif","http://pbs.twimg.com/profile_images/1215812185584173056/xa4TITbh_normal.jpg"
"x180913321","x1271925559338164224",2020-06-13 22:00:59,"Nice_Anony","Mother Erika is really amazing! #LegendaryMax","Twitter Web App",45,,,,FALSE,FALSE,0,0,,,"LegendaryMax",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Nice_Anony/status/1271925559338164224","Nice Anon","Onicha Uboma","",,FALSE,463,53,8,82227,0,2010-08-20 20:34:35,FALSE,,,,,"http://abs.twimg.com/images/themes/theme12/bg.gif","http://pbs.twimg.com/profile_images/1250624784746123264/AwmeNtJI_normal.jpg"
"x180913321","x1271924291970502656",2020-06-13 21:55:57,"Nice_Anony","They gotta chop House of Ninja outta here. #Legendarymax","Twitter Web App",56,,,,FALSE,FALSE,0,0,,,"Legendarymax",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Nice_Anony/status/1271924291970502656","Nice Anon","Onicha Uboma","",,FALSE,463,53,8,82227,0,2010-08-20 20:34:35,FALSE,,,,,"http://abs.twimg.com/images/themes/theme12/bg.gif","http://pbs.twimg.com/profile_images/1250624784746123264/AwmeNtJI_normal.jpg"
"x180913321","x1271906101827698701",2020-06-13 20:43:40,"Nice_Anony","#LegendaryMax is the best part of 2020. I love Ballroom with all my heart.","Twitter Web App",74,,,,FALSE,FALSE,1,1,,,"LegendaryMax",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Nice_Anony/status/1271906101827698701","Nice Anon","Onicha Uboma","",,FALSE,463,53,8,82227,0,2010-08-20 20:34:35,FALSE,,,,,"http://abs.twimg.com/images/themes/theme12/bg.gif","http://pbs.twimg.com/profile_images/1250624784746123264/AwmeNtJI_normal.jpg"
"x2944228726","x1271922229052354560",2020-06-13 21:47:45,"whatashinay","A CATEGORIA DE CORPO DE #Legendarymax caraolhoooooo eu to no chão","Twitter for Android",65,,,,FALSE,FALSE,3,0,,,"Legendarymax",,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/whatashinay/status/1271922229052354560","hori","João Pessoa, Brasil","chama liga que eu sou tua amiga porem depende",,FALSE,241,340,0,9866,11322,2014-12-27 18:11:00,FALSE,,,,"https://pbs.twimg.com/profile_banners/2944228726/1544221747","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271256598447611911/Jd4OgCuV_normal.jpg"
"x45475259","x1271920086975164416",2020-06-13 21:39:14,"thauansqr","House of Ninja é Super estimada. #Legendarymax","Twitter for Android",46,,,,FALSE,FALSE,1,0,,,"Legendarymax",,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/thauansqr/status/1271920086975164416","Acuariana Grande","Buenos Aires","As vezes publicitario, as vezes fotógrafo de moda, as vezes trouxa. Tenho memória seletiva e um gato chamado Júpiter! ♒😻 #loveislove 🏳️‍🌈","https://t.co/oZML1ecOjw",FALSE,2104,1964,13,84357,15599,2009-06-08 01:56:22,FALSE,"https://t.co/oZML1ecOjw","https://instagram.com/thauansqr",,"https://pbs.twimg.com/profile_banners/45475259/1588370155","http://abs.twimg.com/images/themes/theme6/bg.gif","http://pbs.twimg.com/profile_images/1266069745754914821/6txxxavx_normal.jpg"
"x1145553480586842113","x1271914800751300608",2020-06-13 21:18:14,"mr_black_pearl","Não podia deixar de tentar mandar uma arte da minha parte favorita do último EP de #Legendarymax HAHAHAHA
@JazzulEscada 

https://t.co/u0NVQxw3Ju https://t.co/zfK32RpiWk","Twitter for Android",145,,,,FALSE,FALSE,3,0,,,"Legendarymax",,"instagram.com/mrblackpearl","https://t.co/u0NVQxw3Ju","http://instagram.com/mrblackpearl","http://pbs.twimg.com/media/Eaa_sXlXYAIpBJ4.jpg","https://t.co/zfK32RpiWk","https://twitter.com/mr_black_pearl/status/1271914800751300608/photo/1","photo","http://pbs.twimg.com/media/Eaa_sXlXYAIpBJ4.jpg","https://t.co/zfK32RpiWk","https://twitter.com/mr_black_pearl/status/1271914800751300608/photo/1",,"x115725324","JazzulEscada","pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mr_black_pearl/status/1271914800751300608","na beirola do surto n⁰?","","// sagitariano, alcoólatra, geek, perturbado da cabeça, muito viado sim e outros adjetivos que eu estou com preguiça de pensar agora //",,FALSE,81,458,0,986,8358,2019-07-01 04:43:27,FALSE,,,,"https://pbs.twimg.com/profile_banners/1145553480586842113/1592002337",,"http://pbs.twimg.com/profile_images/1271574114558447617/iqpB-G2V_normal.jpg"
"x1145553480586842113","x1271694112673103872",2020-06-13 06:41:18,"mr_black_pearl","Deixar pra assistir #Legendarymax e depois o #AllStars5 em seguida é a melhor coisa a se fazer nessa quarentena
uma injeção de big queer energy","Twitter for Android",143,,,,FALSE,FALSE,3,0,,,"Legendarymax AllStars5",,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mr_black_pearl/status/1271694112673103872","na beirola do surto n⁰?","","// sagitariano, alcoólatra, geek, perturbado da cabeça, muito viado sim e outros adjetivos que eu estou com preguiça de pensar agora //",,FALSE,81,458,0,986,8358,2019-07-01 04:43:27,FALSE,,,,"https://pbs.twimg.com/profile_banners/1145553480586842113/1592002337",,"http://pbs.twimg.com/profile_images/1271574114558447617/iqpB-G2V_normal.jpg"
"x95767656","x1271913595526434816",2020-06-13 21:13:26,"diAlmeidaMichel","Não sei pra que botaram o Nico Tort*tell* comi jurado convidado nesse episódio pq ele foi uma planta o episódio inteiro, podia ter colado a Lizzo, o Lil Nas X ou até mesmo o Billy Porter sabe #Legendarymax","Twitter for Android",205,,,,FALSE,FALSE,0,0,,,"Legendarymax",,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/diAlmeidaMichel/status/1271913595526434816","Que gira pesada","Rio de Janeiro, Brasil","O Brasil me obriga a beber.

*Jornalista em formação 🎤

*Redator do @omestredahq 💻🖥️


Deixe seu recado após o sinal.","https://t.co/MHp88AHAC5",FALSE,732,1263,20,203487,115218,2009-12-10 00:18:34,FALSE,"https://t.co/MHp88AHAC5","http://instagram.com/michelthealmeida/",,"https://pbs.twimg.com/profile_banners/95767656/1578513603","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1217601676804349955/EMDkUNR4_normal.jpg"
"x95767656","x1271431390614208513",2020-06-12 13:17:20,"diAlmeidaMichel","Então sobre o quarto episódio de #LegendaryMAX achei que o @JazzulEscada estava ótimo sim servindo body-ody-ody, o Law Roach é muito escroto mesmo","Twitter for Android",146,,,,FALSE,FALSE,0,0,,,"LegendaryMAX",,,,,,,,,,,,,"x115725324","JazzulEscada","pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/diAlmeidaMichel/status/1271431390614208513","Que gira pesada","Rio de Janeiro, Brasil","O Brasil me obriga a beber.

*Jornalista em formação 🎤

*Redator do @omestredahq 💻🖥️


Deixe seu recado após o sinal.","https://t.co/MHp88AHAC5",FALSE,732,1263,20,203487,115218,2009-12-10 00:18:34,FALSE,"https://t.co/MHp88AHAC5","http://instagram.com/michelthealmeida/",,"https://pbs.twimg.com/profile_banners/95767656/1578513603","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1217601676804349955/EMDkUNR4_normal.jpg"
"x577806974","x1271912854971613188",2020-06-13 21:10:30,"dochland2128","Este episodio estuvo on fireeeeee 

Para los que les gusta el verguero 

Watching episode 4 #Legendarymax #hbomax https://t.co/a5NIJ31rdc","Twitter for iPhone",113,,,,FALSE,FALSE,0,0,,,"Legendarymax hbomax",,,,,"http://pbs.twimg.com/tweet_video_thumb/Eaa9_c_XsAMxSGL.jpg","https://t.co/a5NIJ31rdc","https://twitter.com/dochland2128/status/1271912854971613188/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/Eaa9_c_XsAMxSGL.jpg","https://t.co/a5NIJ31rdc","https://twitter.com/dochland2128/status/1271912854971613188/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/dochland2128/status/1271912854971613188","BABETH PEDROZA FOSTER","Panamá · 67153851","SHORT FILM AND DOC PRODUCER/PHOTOGRAPHER/
MAMA DE DOMINIQUE, CHARLOTTE Y ANTONELLA/
36/ CRAZY AF/CEDULA 8/TV/MOVIE FREAK/BEER FAN Y AMANTE AL HIGADO DEL PÍO PÍO","https://t.co/gBHArXnH4i",FALSE,2675,4832,32,106412,76576,2012-05-12 06:47:47,FALSE,"https://t.co/gBHArXnH4i","https://www.facebook.com/dochland2128",,"https://pbs.twimg.com/profile_banners/577806974/1570117974","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271893010456944640/7yNZEmcp_normal.jpg"
"x435277112","x1271908964826075136",2020-06-13 20:55:02,"beyoceanz","a categoria é body passando mal aqui #Legendarymax","Twitter for Android",50,,,,FALSE,FALSE,1,0,,,"Legendarymax",,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/70d9237ded8be5f4.json","Maceió","Maceió, Brazil","city","Brazil","BR","NA NA","NA NA","-35.815834 -35.558391 -35.558391 -35.815834 -9.711808 -9.711808 -9.354851 -9.354851","https://twitter.com/beyoceanz/status/1271908964826075136","real hot girl sh*t","Maceió, Brazil","fogo nos racistas",,FALSE,742,317,8,164808,4065,2011-12-12 21:43:19,FALSE,,,,"https://pbs.twimg.com/profile_banners/435277112/1590113147","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1269265681461231616/HDhxB8EU_normal.jpg"
"x774225598348726273","x1271908204272910340",2020-06-13 20:52:01,"Cabbot_","Raga #Legendarymax è una serie così inclusiva e positiva 😭😍 è bellissima","Twitter for Android",72,,,,FALSE,FALSE,1,0,,,"Legendarymax",,,,,,,,,,,,,,,"it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Cabbot_/status/1271908204272910340","Mirtilla Malcontenta","Conegliano - Trieste","Sì, non sono una santa, ma una donna che conta. #vocabolarer #maldauter",,FALSE,8783,391,23,107022,93462,2016-09-09 12:39:02,FALSE,,,,"https://pbs.twimg.com/profile_banners/774225598348726273/1497563036","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1130913887962816512/8Xr0c5hR_normal.png"
"x1270436499947950080","x1271134854105698306",2020-06-11 17:39:00,"XapariisE","BEST DRESSED GOWNS @ The Wild Wild West Money Ball 💰  #LegendaryMax #Xapariis #Ebony https://t.co/6a3MfKLwhK","Twitter for Android",84,,,,FALSE,FALSE,2,0,,,"LegendaryMax Xapariis Ebony",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1271134822606548992/pu/img/4BmhCgAU938UaDRK.jpg","https://t.co/6a3MfKLwhK","https://twitter.com/XapariisE/status/1271134854105698306/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1271134822606548992/pu/img/4BmhCgAU938UaDRK.jpg","https://t.co/6a3MfKLwhK","https://twitter.com/XapariisE/status/1271134854105698306/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/XapariisE/status/1271134854105698306","Xapariis Ebony","","Cast Member on Hbomax Legendary",,FALSE,16,51,0,47,96,2020-06-09 19:24:09,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1270436957160714240/OAacA320_normal.jpg"
"x1270436499947950080","x1270442716141420545",2020-06-09 19:48:41,"XapariisE","Eps 3 look  Medusa the snake Charmer #XaPariis #Legendarymax https://t.co/C9U73PodeA","Twitter for Android",60,,,,FALSE,FALSE,0,0,,,"XaPariis Legendarymax",,,,,"http://pbs.twimg.com/media/EaGE6hOXYAETmPx.jpg","https://t.co/C9U73PodeA","https://twitter.com/XapariisE/status/1270442716141420545/photo/1","photo","http://pbs.twimg.com/media/EaGE6hOXYAETmPx.jpg","https://t.co/C9U73PodeA","https://twitter.com/XapariisE/status/1270442716141420545/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/XapariisE/status/1270442716141420545","Xapariis Ebony","","Cast Member on Hbomax Legendary",,FALSE,16,51,0,47,96,2020-06-09 19:24:09,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1270436957160714240/OAacA320_normal.jpg"
"x1270436499947950080","x1271906476639031296",2020-06-13 20:45:09,"XapariisE","In my past life Drag was Center stage 💞🤩😍 #Legendarymax  #Xapariis https://t.co/jF1elLkJjv","Twitter for Android",66,,,,FALSE,FALSE,0,0,,,"Legendarymax Xapariis",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1271906424096993280/pu/img/7XYEDyeafCPpKh7o.jpg","https://t.co/jF1elLkJjv","https://twitter.com/XapariisE/status/1271906476639031296/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1271906424096993280/pu/img/7XYEDyeafCPpKh7o.jpg","https://t.co/jF1elLkJjv","https://twitter.com/XapariisE/status/1271906476639031296/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/XapariisE/status/1271906476639031296","Xapariis Ebony","","Cast Member on Hbomax Legendary",,FALSE,16,51,0,47,96,2020-06-09 19:24:09,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1270436957160714240/OAacA320_normal.jpg"
"x1270436499947950080","x1271103340454260742",2020-06-11 15:33:46,"XapariisE","Category is Best Gown 🥻with a Twirling💞 Element!!!! Is it 10s!? Check out the newest episode of @legendarymax on @hbomax !!!! #LegendaryMax  #HBOMax  #Xapariis  #Ebony
https://t.co/drUyNbDfVJ","Twitter for Android",191,,,,FALSE,FALSE,1,0,,,"LegendaryMax HBOMax Xapariis Ebony",,"instagram.com/p/CBTMsj9phPm/…","https://t.co/drUyNbDfVJ","https://www.instagram.com/p/CBTMsj9phPm/?igshid=ze5xh7ydwe14",,,,,,,,,"x1177330078696345600 x89090040","LegendaryMax hbomax","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/XapariisE/status/1271103340454260742","Xapariis Ebony","","Cast Member on Hbomax Legendary",,FALSE,16,51,0,47,96,2020-06-09 19:24:09,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1270436957160714240/OAacA320_normal.jpg"
"x41793269","x1271903515741487104",2020-06-13 20:33:23,"Upguntha","Jazull Escada....that is all #LegendaryMax","Twitter for iPhone",42,,,,FALSE,FALSE,0,0,,,"LegendaryMax",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Upguntha/status/1271903515741487104","Flip and Burn Down my She-Shed","","Scifi and space nerd, craft beer enthusiast, bourbon lover. Find me some good music and cheap flights #ScreamingFirehawks",,FALSE,259,1585,11,13543,4862,2009-05-22 11:18:51,FALSE,,,,"https://pbs.twimg.com/profile_banners/41793269/1460582657","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1013444704107712513/zQxdZMDv_normal.jpg"
"x16475661","x1271903077822496776",2020-06-13 20:31:39,"cairobraga","num programa de TV com vários homens de pele escura, os gays da internet estão babando e venerando um de pele mais clara. significa. #LegendaryMAX","Twitter Web App",146,,,,FALSE,FALSE,6,0,,,"LegendaryMAX",,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/cairobraga/status/1271903077822496776","Cairo Braga. 🏳️‍🌈 🟥⬛ 🎗️","Odivelas, Portugal","artist, broadcaster, polyglot, queer, immigrant; founder at @EEnetlabel; collaborator at @sigasens; podcaster at @TLIOpodcast; they/them; PT/EN/ES/CA;","https://t.co/5XrQ2KSsuf",FALSE,2103,1002,49,104642,3890,2008-09-26 21:53:25,FALSE,"https://t.co/5XrQ2KSsuf","http://cairobraga.com",,"https://pbs.twimg.com/profile_banners/16475661/1589071756","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1259284324542812169/jlsqnYnx_normal.jpg"
"x576654345","x1271901159511425026",2020-06-13 20:24:01,"ffmachado_","My man @NicoTortorella in #Legendarymax 
❤ TEN ❤ TEN❤ TEN❤ https://t.co/D7AjDbM9q9","Twitter for Android",58,,,,FALSE,FALSE,0,0,,,"Legendarymax",,,,,"http://pbs.twimg.com/media/EaazXMRXQAcN1gP.jpg","https://t.co/D7AjDbM9q9","https://twitter.com/ffmachado_/status/1271901159511425026/photo/1","photo","http://pbs.twimg.com/media/EaazXMRXQAcN1gP.jpg","https://t.co/D7AjDbM9q9","https://twitter.com/ffmachado_/status/1271901159511425026/photo/1",,"x313184896","NicoTortorella","nl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ffmachado_/status/1271901159511425026","mineiro_uai","Minas Gerais - Brasil","Dessassossegado",,FALSE,2138,2118,24,59933,79595,2012-05-10 21:07:42,FALSE,,,,"https://pbs.twimg.com/profile_banners/576654345/1590448114","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1199458316193320961/GqmY6-6n_normal.jpg"
"x2261882644","x1268977184162623492",2020-06-05 18:45:11,"FuzzcoNews","Olha o que o @MalditoDaSorte encontrou e voces me pediam TAAAANTO. #LegendaryMAX
https://t.co/Xeo2b0fAOB","Twitter for Android",104,,,,FALSE,FALSE,50,9,,,"LegendaryMAX",,"youtu.be/8NbCKyWcsCw","https://t.co/Xeo2b0fAOB","https://youtu.be/8NbCKyWcsCw",,,,,,,,,"x4645517836","MalditoDaSorte","pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/FuzzcoNews/status/1268977184162623492","Fuzzco","Somewhere over the rainbow","Legendo #DragRace, #LegendaryMAX, #WorkTheWorld e etc! 😘
Siga @BCRodSaullete, podcast feito junto com @dragliciouz

#TeamEscada
#BlackLivesMatter","https://t.co/gIfWlRoP8k",FALSE,19854,664,24,14760,20503,2014-01-04 12:45:29,FALSE,"https://t.co/gIfWlRoP8k","http://fuzzconews.blogspot.com",,"https://pbs.twimg.com/profile_banners/2261882644/1591934521","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1238202995764060166/n4kIaU7g_normal.jpg"
